title,beds,bath,area,adress,type,purpose,flooPlan,url,lastUpdated,price
"Looking For A Nice Home To Rent In Uttara -6, Check This One Which Is 2100 Sq Ft",4 ,4 ,"2,100 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/118780-400x300.webp,https://www.bproperty.com/en/property/details-4651140.html,"December 6, 2022",50 Thousand
"In Uttara Sector 6, This Apartment Is Up For Rent Which Is 2100 Sq Ft",4 ,4 ,"2,100 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/118780-400x300.webp,https://www.bproperty.com/en/property/details-4651144.html,"December 6, 2022",50 Thousand
"Now You Can Afford To Dwell Well, Check This 2100 Sq Ft Flat In Uttara Sector 6.",4 ,4 ,"2,100 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/118780-400x300.webp,https://www.bproperty.com/en/property/details-4651145.html,"December 6, 2022",50 Thousand
Get Ready For Your Countless Peaceful Days With This 3220 Sq Ft Flat At Banani Close To Customs Officers Quarter Masjid,3 ,3 ,"3,220 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1257631-400x300.webp,https://www.bproperty.com/en/property/details-3453471.html,"January 26, 2023",1.8 Lakh
Flat For Rent In Uttara Sector 7 Near Uttara Sector 7 Park,3 ,4 ,"1,800 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1455667-400x300.webp,https://www.bproperty.com/en/property/details-1896973.html,"June 13, 2022",40 Thousand
"1750 Sq Ft Flat To Rent In The Great Location Of Badda, Natun Bazar",3 ,3 ,"1,750 sqft","Vhatara Road, Natun Bazar, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/779564-400x300.webp,https://www.bproperty.com/en/property/details-4714734.html,"December 21, 2022",30 Thousand
Wonderful Flat Is Now Up For Rent In Baridhara Close To America Bangladesh University,3 ,3 ,"2,200 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1406060-240x180.webp,https://www.bproperty.com/en/property/details-1855304.html,"May 2, 2021",75 Thousand
At Uttara -2070 Sq Ft Flat Is Ready For Rent,3 ,4 ,"2,070 sqft","Sector 3, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/435756-400x300.webp,https://www.bproperty.com/en/property/details-1903893.html,"October 19, 2022",40 Thousand
"Do You Want To Live In Khulshi? The Apartment Is For Rent, Waiting For You",3 ,4 ,"1,400 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/670935-400x300.webp,https://www.bproperty.com/en/property/details-1978935.html,"November 30, 2022",25 Thousand
Take a Glance At This Nicely Organized Flat That Is Up For Rent In Khulshi,3 ,4 ,"1,400 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/145446-400x300.webp,https://www.bproperty.com/en/property/details-1978934.html,"November 30, 2022",30 Thousand
This Home In Naya Paltan Near Nayapaltan Jame Masjid Is Up For Rent In A Wonderful Neighborhood.,3 ,3 ,"1,080 sqft","Motijheel, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-2011386.html,"November 28, 2022",35 Thousand
Sophisticated 885 SQ FT flat is available for rent in Mohammadpur close to Mohammadpur Thana,2 ,2 ,885 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1251341-400x300.webp,https://www.bproperty.com/en/property/details-1745761.html,"December 4, 2022",17 Thousand
Flat for Rent in Uttara near Jame Masjid,3 ,2 ,"1,400 sqft","Sector 5, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1517051-240x180.webp,https://www.bproperty.com/en/property/details-1891885.html,"March 18, 2022",30 Thousand
"Rent This 900 Sq Ft Ready Flat In Khilkhet, Bot Tola",3 ,2 ,900 sqft,"Bot Tola, Khilkhet, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/463965-400x300.webp,https://www.bproperty.com/en/property/details-5540587.html,"January 12, 2023",19 Thousand
For Rental Purpose 800 Square Feet Well-constructed Apartment Is Available In West Shewrapara,2 ,2 ,800 sqft,"West Shewrapara, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/145419-400x300.webp,https://www.bproperty.com/en/property/details-4399815.html,"December 26, 2022",13 Thousand
2100 Sq Ft Apartment Is For Rent In Uttara-6,4 ,4 ,"2,100 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1547229-400x300.webp,https://www.bproperty.com/en/property/details-1985675.html,"December 6, 2022",50 Thousand
"Move In This 2800 Sq Ft Well Fitted Flat Which Is Located At Baridhara, For Rent",4 ,5 ,"2,800 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1547229-400x300.webp,https://www.bproperty.com/en/property/details-4644879.html,"May 25, 2022",1 Lakh
"Choose your destination, 720 SQ FT apartment which is available to Rent in Mohammadpur",2 ,2 ,720 sqft,"Block F, aziz Moholla, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/463965-400x300.webp,https://www.bproperty.com/en/property/details-4832795.html,"December 12, 2022",15 Thousand
A nicely constructed apartment of 1400 SQ FT can be found in Bashundhara R-A for rent,3 ,4 ,"1,400 sqft","Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-5415701.html,"November 28, 2022",22 Thousand
Next To Agrani Bank Limited This Ready And Comfortable 2000 Square Feet Apartment Is Up For Rent At Uttara -6 .,3 ,4 ,"2,000 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-5378255.html,"August 21, 2022",50 Thousand
"View This 2150 Sq Ft Fabulous Flat For Rent In Bashundhara R/a, Block D",3 ,3 ,"2,150 sqft","Block D, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1562668-240x180.webp,https://www.bproperty.com/en/property/details-3641213.html,"January 10, 2023",45 Thousand
"An Apartment Is Ready For Rent At Mirpur , Near International Islamic School and College",3 ,3 ,"1,400 sqft","Shah Ali Bag, Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-1957966.html,"December 12, 2022",18 Thousand
Great News! This 1300 Sq Ft Flat For Rent In Mohammadpur Which Can Be Your Next Destination,4 ,3 ,"1,300 sqft","Block C, Chandrima Model Town, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567039-400x300.webp,https://www.bproperty.com/en/property/details-4574169.html,"December 5, 2022",17 Thousand
Grab This 720 Square Feet Apartment For Rent At Mohammadpur,2 ,2 ,720 sqft,"Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-4269739.html,"December 22, 2022",14.5 Thousand
Check This 1100 Sq. Ft Apartment Up For Rent At South Monipur Very Near To Molla Para Wasa Pump,3 ,2 ,"1,100 sqft","South Monipur, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-5051785.html,"November 3, 2022",18 Thousand
1800 Sq Ft Nice Apartment Is For Rent In West Dhanmondi,3 ,4 ,"1,800 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1517592-240x180.webp,https://www.bproperty.com/en/property/details-5266876.html,"April 18, 2022",55 Thousand
"1100 Sq Ft Flat Is Available For Rent In Mirpur, Ahmed Nagar",3 ,2 ,"1,100 sqft","Paikpara, Ahmed Nagar, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567984-400x300.webp,https://www.bproperty.com/en/property/details-5105777.html,"December 12, 2022",15 Thousand
2400 Square Feet Full Furnished Apartment Is Vacant For Rent At Uttara Sec - 4.,4 ,4 ,"2,400 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570481-400x300.webp,https://www.bproperty.com/en/property/details-1924309.html,"April 15, 2022",75 Thousand
Full Furnished Apartment Of 2400 Square Feet Is Available For Rent At Uttara- 4,4 ,4 ,"2,400 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1924310.html,"April 15, 2022",75 Thousand
"At Banani, Road No 27 flat for Rent close to Banani Thana",3 ,4 ,"2,200 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-1929104.html,"September 23, 2021",1.1 Lakh
Visit this duplex for rent of 6400 SQ FT in Gulshan 1 near America Bangladesh University,6 ,8 ,"6,400 sqft","Gulshan 1, Gulshan, Dhaka",Duplex,For Rent,https://images-cdn.bproperty.com/thumbnails/1523695-400x300.webp,https://www.bproperty.com/en/property/details-1883788.html,"April 8, 2022",3 Lakh
You Can Take Rent This 1000 Sq Ft Flat To Reside Peacefully In Satarkul,3 ,2 ,"1,000 sqft","Satarkul, Uttar Badda, Badda, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1478057-240x180.webp,https://www.bproperty.com/en/property/details-4931594.html,"January 21, 2023",16 Thousand
Seize This 4400 Sq Ft Ready Flat For Rent In Uttara-13,5 ,5 ,"4,400 sqft","Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1563769-240x180.webp,https://www.bproperty.com/en/property/details-4756883.html,"December 28, 2022",2.5 Lakh
"Grab This 2100 Sq Ft Flat For Rent In Bashundhara R-a, Block J",3 ,3 ,"2,100 sqft","Block J, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567360-240x180.webp,https://www.bproperty.com/en/property/details-5043546.html,"January 7, 2023",32 Thousand
1800 Sq Ft Apartment With 4 Bedrooms Is Up For Rent At South Khulshi,4 ,4 ,"1,800 sqft","Block B, South Khulshi Residential Area, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540558-400x300.webp,https://www.bproperty.com/en/property/details-3623902.html,"January 7, 2023",25 Thousand
"An Apartment Is Ready For Rent At Bashundhara R-A, Near Basundhara Residential Area Puja Mondop",3 ,3 ,"1,500 sqft","Block I, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-1967513.html,"December 22, 2022",25 Thousand
"1900 Sq Ft 3- Bedroom Flat For Rent In Uttara, Sector 10.",3 ,4 ,"1,900 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540558-400x300.webp,https://www.bproperty.com/en/property/details-2014216.html,"May 22, 2022",35 Thousand
Consider moving into this apartment of 700 SQ FT in Dakshin Kattali for rent,2 ,2 ,700 sqft,"Dakshin Kattali, 11 No. South Kattali Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1543773-400x300.webp,https://www.bproperty.com/en/property/details-2098646.html,"December 24, 2022",11 Thousand
"If You Desire To Live In Baridhara, You Can Check This 2300 Sq Ft Residence, Which Is Up For Rent",3 ,3 ,"2,300 sqft","Block K, Baridhara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1406038-240x180.webp,https://www.bproperty.com/en/property/details-3161367.html,"October 12, 2021",75 Thousand
Superb 1100 Sq Ft Flat Is Available To Rent In Dhanmondi,3 ,2 ,"1,100 sqft","West Dhanmondi and Shangkar, Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/375432-400x300.webp,https://www.bproperty.com/en/property/details-5466534.html,"December 26, 2022",21 Thousand
"Beautiful And Well-constructed 2325 Sq Ft Apartment Is Ready For Rent At Bashundhara Nearby Independent University, Bangladesh",4 ,4 ,"2,325 sqft","Block D, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567698-240x180.webp,https://www.bproperty.com/en/property/details-1998418.html,"January 10, 2023",50 Thousand
1100 Sq Ft Flat For Rent In Nobodoy Housing Society,3 ,3 ,"1,100 sqft","Block A, Nobodoy Housing Society, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/866205-400x300.webp,https://www.bproperty.com/en/property/details-2065935.html,"September 21, 2020",18 Thousand
750 Sq Ft Flat For Rent Is Now Up To Rent In Aziz Moholla,2 ,2 ,750 sqft,"Block F, aziz Moholla, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/779564-400x300.webp,https://www.bproperty.com/en/property/details-2052164.html,"December 19, 2022",14.5 Thousand
A 2195 Sq Ft Perfect Apartment Is Ready For Rent In Uttara-7,4 ,5 ,"2,195 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/435756-400x300.webp,https://www.bproperty.com/en/property/details-3048748.html,"December 21, 2022",40 Thousand
Live In Solace At This 1900 Sq Ft Duplex Apartment For Rent In Uttara-10,3 ,3 ,"1,900 sqft","Sector 10, Uttara, Dhaka",Duplex,For Rent,https://images-cdn.bproperty.com/thumbnails/1521986-240x180.webp,https://www.bproperty.com/en/property/details-5486320.html,"May 9, 2022",50 Thousand
Take A Look At This 1300 Sq Ft Flat Which Is Up For Rent In Uttara Near Uttara University,2 ,2 ,"1,300 sqft","Sector 6, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1547229-400x300.webp,https://www.bproperty.com/en/property/details-4992516.html,"June 13, 2022",30 Thousand
Close To Medinova Consultation Centre A Spacious Home For Rent In Dhanmondi .,3 ,4 ,"2,200 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1543773-400x300.webp,https://www.bproperty.com/en/property/details-4020074.html,"January 3, 2023",60 Thousand
Beautifully Constructed 2100 Sq Ft Apartment Is Available To Rent In West Dhanmondi,3 ,4 ,"2,100 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1544893-400x300.webp,https://www.bproperty.com/en/property/details-5266886.html,"December 27, 2022",60 Thousand
Nice 1700 SQ FT home is available to Rent in Dhanmondi,3 ,4 ,"1,700 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1540558-400x300.webp,https://www.bproperty.com/en/property/details-5266887.html,"December 27, 2022",55 Thousand
"1800 Square Feet Apartment For Rent In Baitul Aman Housing Society, Adabor",3 ,3 ,"1,800 sqft","Baitul Aman Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1055829-400x300.webp,https://www.bproperty.com/en/property/details-3937031.html,"December 19, 2022",26 Thousand
Tastefully Designed This 1800 Sq Ft Full Furnished Flat Is Now Vacant For Rent In South Khulshi,3 ,4 ,"1,800 sqft","South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-4953325.html,"January 7, 2023",95 Thousand
1250 Square Feet Apartment For Rent In Adabor,3 ,3 ,"1,250 sqft","Baitul Aman Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569307-400x300.webp,https://www.bproperty.com/en/property/details-1990988.html,"December 9, 2022",20 Thousand
At Adabor 850 Square feet flat is available for Rent close to ONE Bank,2 ,2 ,850 sqft,"Baitul Aman Housing Society, Adabor, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/461625-400x300.webp,https://www.bproperty.com/en/property/details-1768731.html,"July 20, 2022",16 Thousand
1100 SQ FT flat is now to rent in Mirpur near to Prince Bazar,3 ,3 ,"1,100 sqft","Section 1, Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1566952-400x300.webp,https://www.bproperty.com/en/property/details-2010239.html,"June 27, 2022",15 Thousand
Affordable and beautiful flat is up for rent in Mohammadia Housing Society which is 750 SQ FT,2 ,2 ,750 sqft,"Mohammadia Housing Society, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569309-400x300.webp,https://www.bproperty.com/en/property/details-2096130.html,"January 17, 2022",15 Thousand
A Ready 950 Sq. ft Apartment For Rent In Joar Sahara Near To Joar Sahara Masjidul Aqsa.,2 ,2 ,950 sqft,"Joar Sahara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569309-400x300.webp,https://www.bproperty.com/en/property/details-2098072.html,"November 15, 2020",18 Thousand
Nice 800 Sq Ft For Rent In One Of The Best Building In Mohammad Nagar,2 ,2 ,800 sqft,"Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568449-400x300.webp,https://www.bproperty.com/en/property/details-5196641.html,"January 29, 2022",10 Thousand
A Lovely Flat Comes Within Your Affordability In This Nice Location Of Bayazid Which Is 800 Sq Ft.,2 ,2 ,800 sqft,"Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/461625-400x300.webp,https://www.bproperty.com/en/property/details-5196643.html,"January 29, 2022",10 Thousand
A Must See This Apartment For Rent Is All Set For You In Bashundhara Near Ebenzer International School,3 ,3 ,"1,900 sqft","Block C, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/134575-400x300.webp,https://www.bproperty.com/en/property/details-1928634.html,"February 15, 2023",36 Thousand
"Visit The Apartment In Dhanmondi, That Is Vacant For Rent",3 ,4 ,"2,200 sqft","Dhanmondi, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1568680-400x300.webp,https://www.bproperty.com/en/property/details-1951079.html,"January 3, 2023",60 Thousand
A well sized 1100 SQ FT residential apartment is available for rent at Oxygen,3 ,2 ,"1,100 sqft","Oxygen, Bayazid, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/134575-400x300.webp,https://www.bproperty.com/en/property/details-5376004.html,"November 30, 2022",12 Thousand
This Flat Of 1875 Sq Ft For Rent Is Available In Uttara Sector 10,3 ,4 ,"1,875 sqft","Sector 10, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1459152-240x180.webp,https://www.bproperty.com/en/property/details-3115772.html,"November 12, 2022",70 Thousand
A Well Constructed 2000 Sq Ft Flat Is Ready For Rent In Uttara Close To Jannatul Ferdous Masjid,4 ,4 ,"2,000 sqft","Sector 14, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1567742-400x300.webp,https://www.bproperty.com/en/property/details-1727778.html,"January 17, 2023",35 Thousand
An Attractive Apartment Is Available For Rent Covering An Area Of 3000 Sq Ft In Gulshan 2.,4 ,4 ,"3,000 sqft","Gulshan 2, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/433517-400x300.webp,https://www.bproperty.com/en/property/details-2007358.html,"November 12, 2022",2.3 Lakh
Take A Quick Look At This 1350 Sq Ft Flat For Rent In South Khulshi,3 ,3 ,"1,350 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1422305-240x180.webp,https://www.bproperty.com/en/property/details-5397011.html,"November 6, 2021",30 Thousand
"Seize This Modest 1300 Sq Ft Flat Up For Flat Rent In Mohammadpur, Nurjahan Road",3 ,3 ,"1,300 sqft","Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1251341-400x300.webp,https://www.bproperty.com/en/property/details-4188412.html,"January 15, 2023",30 Thousand
"Take A Look At This 1300 Sq Ft Flat Available For Rent In Mohammadpur, Nurjahan Road",3 ,3 ,"1,300 sqft","Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1302909-400x300.webp,https://www.bproperty.com/en/property/details-4188414.html,"January 15, 2023",30 Thousand
Nicely Constructed 2000 Sq Ft Flat Is Available To Rent In Bashundhara R-a,3 ,3 ,"2,000 sqft","Block D, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1561941-240x180.webp,https://www.bproperty.com/en/property/details-3640384.html,"January 10, 2023",40 Thousand
Get Ready To Rent This Nice 550 Sq Ft Apartment Located In Lalbagh,2 ,2 ,550 sqft,"Lalbagh Road, Lalbagh, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/128098-400x300.webp,https://www.bproperty.com/en/property/details-5516771.html,"January 8, 2023",16 Thousand
"A 1500 Sq Ft Residential Apartment For Rent At Aftab Nagar, Block A",3 ,3 ,"1,500 sqft","Block A, Aftab Nagar, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/297515-400x300.webp,https://www.bproperty.com/en/property/details-5532569.html,"February 2, 2023",32 Thousand
Well Developed Fully Furnished Flat Is Up For Rent In Zakir Hossain Road Nearby Lions General Hospital,4 ,4 ,"2,200 sqft","Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-1830991.html,"November 13, 2022",1 Lakh
1552 Sq Ft Flat For Rent In Bashundhara R-a Close To Nsu,3 ,3 ,"1,552 sqft","Block C, Bashundhara R-A, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/134575-400x300.webp,https://www.bproperty.com/en/property/details-1867234.html,"February 16, 2023",28 Thousand
"Grab This Nice 2900 Sq Ft rental Home in Gulshan 1, To Fulfill Your Demand",4 ,4 ,"2,900 sqft","Gulshan 1, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1522923-240x180.webp,https://www.bproperty.com/en/property/details-3907342.html,"May 12, 2022",1.1 Lakh
This Suitable 900 Sq Ft Residential Apartment Is Waiting To Get Rented At 19 No. South Bakalia Ward,2 ,2 ,900 sqft,"Chaktai, 19 No. South Bakalia Ward, Bakalia, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1419898-240x180.webp,https://www.bproperty.com/en/property/details-5399438.html,"November 8, 2021",18 Thousand
In Gulshan This Apartment Is Up For Rent Which Is 2400 Sq Ft,3 ,4 ,"2,400 sqft","Gulshan 1, Gulshan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/779564-400x300.webp,https://www.bproperty.com/en/property/details-5078751.html,"January 16, 2023",80 Thousand
"800 Sq Ft Flat With Updated Residential Features Is Up For Rent In Bonolota Abashik Elaka, West Agargaon",2 ,2 ,800 sqft,"Bonolota Abashik Elaka, West Agargaon, Agargaon, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-4328553.html,"December 6, 2022",16 Thousand
"1250 Sq Ft Convenient Apartment Is For Rent In Mirpur, 3rd Colony",3 ,4 ,"1,250 sqft","Mirpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-5540260.html,"December 11, 2022",22 Thousand
Nice 2100 Sq Ft Flat Is Available For Rent In Uttara,3 ,3 ,"2,100 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-5542427.html,"December 19, 2022",70 Thousand
This 2200 Sq Ft Spacious And Amazing Apartment Is For Rent At North Khulshi,3 ,3 ,"2,200 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1570593-400x300.webp,https://www.bproperty.com/en/property/details-3286440.html,"December 24, 2022",40 Thousand
Grab This 1975 Sq Ft Apartment Ready For Rent In The Great Area Of Banani,3 ,3 ,"1,975 sqft","Banani, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-3797543.html,"January 31, 2023",65 Thousand
"Beautiful and well-constructed 1900 SQ Ft apartment is ready for rent at Mehidibag Road nearby Institute of Fine Arts, University of Chatogram.",3 ,3 ,"1,900 sqft","Mehidibag, 15 No. Bagmoniram Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1553531-400x300.webp,https://www.bproperty.com/en/property/details-1799830.html,"December 23, 2022",30 Thousand
"Well Developed And Full Furnished Flat Is Up For Rent In Khulshi, Near Radiant School And College",2 ,2 ,"1,000 sqft","Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-1827969.html,"March 1, 2022",80 Thousand
"At Uttara, Nice Flat Up For Rent Near Shanto-mariam University",3 ,2 ,900 sqft,"Sector 13, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-1897607.html,"January 2, 2023",25 Thousand
Property For Rent In 22 No. Enayet Bazaar Ward– 1640 Sq Ft Flat,3 ,4 ,"1,640 sqft","22 No. Enayet Bazaar Ward, Chattogram",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/297515-400x300.webp,https://www.bproperty.com/en/property/details-3115511.html,"December 24, 2022",35 Thousand
1600 Sq Ft Spacious Flat Is Now Vacant For Rent In Uttara Sector 7,3 ,3 ,"1,600 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-5546198.html,"January 9, 2023",40 Thousand
1600 Sq Ft Beautiful Flat For Rent In Uttara Sector 7,3 ,3 ,"1,600 sqft","Sector 7, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/328644-400x300.webp,https://www.bproperty.com/en/property/details-5546199.html,"January 9, 2023",40 Thousand
"2200 Sq. Ft. apartment for rent is located at Uttara, near to HSBC Bangladesh Uttara Office",3 ,4 ,"2,200 sqft","Sector 4, Uttara, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/1569750-400x300.webp,https://www.bproperty.com/en/property/details-1863733.html,"November 17, 2022",1 Lakh
"See, this 700 SQ Ft beautiful apartment and make it your new home which is up for rent in Dakshin Khan, near New Uttara Medical Hall.",2 ,2 ,700 sqft,"Madhya Ajampur, Dakshin Khan, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/892283-400x300.webp,https://www.bproperty.com/en/property/details-1807520.html,"January 25, 2023",12 Thousand
Reasonable Flat Is Available For Rent In Mohammadpur Near To Masjid Aat Takwah,2 ,1 Bath,700 sqft,"PC Culture Housing, Mohammadpur, Dhaka",Apartment,For Rent,https://images-cdn.bproperty.com/thumbnails/892283-400x300.webp,https://www.bproperty.com/en/property/details-2028696.html,"December 30, 2022",13 Thousand
